epsilon_over_mass_per_kg,floquet_growth_per_tau,stable,mode_analysis_success,worst_b1_over_b0,worst_b2_over_b1,worst_b2_over_b0,max_abs_beta,pseudopotential_valid,classification,classification_label
8.2101156919220746e+18,4.9739557959259740e-05,False,False,nan,nan,nan,nan,False,0,Unstable
8.6860217422709299e+18,5.1160756400075683e-05,False,False,nan,nan,nan,nan,False,0,Unstable
9.1895140748668774e+18,5.2622557004966644e-05,False,False,nan,nan,nan,nan,False,0,Unstable
9.7221917510533448e+18,5.4126119190033084e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.0285746523068273e+19,5.5672635657802665e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.0881968206947815e+19,5.7263332732145815e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.1512750366873403e+19,5.8899472021516173e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.2180096329018837e+19,6.0582351130790646e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.2886125543992652e+19,6.2313304550611466e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.3633080318086136e+19,6.4093704452863120e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.4423332934703061e+19,6.5924962736598329e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.5259393188588974e+19,6.7808531040317336e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.6143916356788263e+19,6.9745903065984802e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.7079711631644074e+19,7.1738614377436725e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.8069751042624825e+19,7.3788243965958782e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.9117178895309341e+19,7.5896416860074122e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.0225321757514154e+19,7.8064803409477458e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.1397699024271028e+19,8.0295121987303427e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.2638034095214510e+19,8.2589139885054134e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.3950266199874908e+19,8.4948674331471562e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.5338562908434170e+19,8.7375594456399615e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.6807333367677944e+19,8.9871822461639356e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.8361242304180158e+19,9.2439335260359432e-05,False,False,nan,nan,nan,nan,False,0,Unstable
3.0005224839195009e+19,9.5080166094439734e-05,False,False,nan,nan,nan,nan,False,0,Unstable
3.1744502162302439e+19,9.7796405401889532e-05,False,False,nan,nan,nan,nan,False,0,Unstable
3.3584598113595331e+19,1.0059020381426043e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.5531356727060488e+19,1.0346377219094505e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.7590960790880068e+19,1.0641938444102350e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.9769951483594433e+19,1.0945937933497838e-04,False,False,nan,nan,nan,nan,False,0,Unstable
4.2075249148491194e+19,1.1258616145433709e-04,False,False,nan,nan,nan,nan,False,0,Unstable
4.4514175272200626e+19,1.1580220369370974e-04,False,False,nan,nan,nan,nan,False,0,Unstable
4.7094475737292726e+19,1.1911004897719410e-04,False,False,nan,nan,nan,nan,False,0,Unstable
4.9824345422739423e+19,1.2251231224838478e-04,False,False,nan,nan,nan,nan,False,0,Unstable
5.2712454230350914e+19,1.2601168246743926e-04,False,False,nan,nan,nan,nan,False,0,Unstable
5.5767974619867881e+19,1.2961092441473289e-04,False,False,nan,nan,nan,nan,False,0,Unstable
5.9000610740137116e+19,1.3331288151547567e-04,False,False,nan,nan,nan,nan,False,0,Unstable
6.2420629248906191e+19,1.3712047680412259e-04,False,False,nan,nan,nan,nan,False,0,Unstable
6.6038891919110119e+19,1.4103671640016012e-04,False,False,nan,nan,nan,nan,False,0,Unstable
6.9866890135207879e+19,1.4506469088446355e-04,False,False,nan,nan,nan,nan,False,0,Unstable
7.3916781389130629e+19,1.4920757802939217e-04,False,False,nan,nan,nan,nan,False,0,Unstable
7.8201427891737985e+19,1.5346864507154441e-04,False,False,nan,nan,nan,nan,False,0,Unstable
8.2734437422434451e+19,1.5785125120004972e-04,False,False,nan,nan,nan,nan,False,0,Unstable
8.7530206546647794e+19,1.6235884993430757e-04,False,False,nan,nan,nan,nan,False,0,Unstable
9.2603966338464137e+19,1.6699499190377947e-04,False,False,nan,nan,nan,nan,False,0,Unstable
9.7971830753595097e+19,1.7176332713669470e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.0365084780633465e+20,1.7666760821698115e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.0965905371302568e+20,1.8171169248721163e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.1601553017399668e+20,1.8689954523201172e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.2274046497589805e+20,1.9223524248002151e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.2985521610688704e+20,1.9772297378836253e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.3738237958832723e+20,2.0336704533155370e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.4534586123837591e+20,2.0917188314664118e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.5377095259543991e+20,2.1514203586329447e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.6268441124256704e+20,2.2128217821787118e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.7211454578792487e+20,2.2759711434924213e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.8209130577123548e+20,2.3409178053277442e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.9264637678170912e+20,2.4077124935821225e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.0381328108957650e+20,2.4764073256529828e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.1562748411078374e+20,2.5470558482043929e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.2812650704304341e+20,2.6197130716869494e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.4135004603087251e+20,2.6944355053825714e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.5534009823818518e+20,2.7712811972719449e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.7014109522873729e+20,2.8503097654162423e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.8580004407810785e+20,2.9315824415380136e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.0236667666533987e+20,3.0151621038125792e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.1989360761839223e+20,3.1011133182287068e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.3843650141504432e+20,3.1895023753086794e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.5805424916989818e+20,3.2803973295899024e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.7880915566905419e+20,3.3738680380536787e-04,False,False,nan,nan,nan,nan,False,0,Unstable
4.0076713724631653e+20,3.4699861996365236e-04,False,False,nan,nan,nan,nan,False,0,Unstable
4.2399793112954628e+20,3.5688253931805808e-04,False,False,nan,nan,nan,nan,False,0,Unstable
4.4857531692186619e+20,3.6704611173963777e-04,False,False,nan,nan,nan,nan,False,0,Unstable
4.7457735092125473e+20,3.7749708284308230e-04,False,False,nan,nan,nan,nan,False,0,Unstable
5.0208661402264745e+20,3.8824339790151168e-04,False,False,nan,nan,nan,nan,False,0,Unstable
5.3119047398988415e+20,3.9929320562617332e-04,False,False,nan,nan,nan,nan,False,0,Unstable
5.6198136293049021e+20,4.1065486169986087e-04,False,False,nan,nan,nan,nan,False,0,Unstable
5.9455707085443826e+20,4.2233693263086971e-04,False,False,nan,nan,nan,nan,False,0,Unstable
6.2902105624939646e+20,4.3434819925744961e-04,False,False,nan,nan,nan,nan,False,0,Unstable
6.6548277465860853e+20,4.4669766013689249e-04,False,False,nan,nan,nan,nan,False,0,Unstable
7.0405802630513322e+20,4.5939453456181773e-04,False,False,nan,nan,nan,nan,False,0,Unstable
7.4486932386637912e+20,4.7244826617605021e-04,False,False,nan,nan,nan,nan,False,0,Unstable
7.8804628156699365e+20,4.8586852537946685e-04,False,False,nan,nan,nan,nan,False,0,Unstable
8.3372602682583902e+20,4.9966521232254393e-04,False,False,nan,nan,nan,nan,False,0,Unstable
8.8205363576441419e+20,5.1384845911974658e-04,False,False,nan,nan,nan,nan,False,0,Unstable
9.3318259395992040e+20,5.2842863207768810e-04,False,False,nan,nan,nan,nan,False,0,Unstable
9.8727528390613585e+20,5.4341633332599432e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.0445035007305465e+21,5.5882240234117367e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.1050489978052478e+21,5.7465791661035035e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.1691040639847523e+21,5.9093419237432534e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.2368721343038106e+21,6.0766278413792400e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.3085684360748369e+21,6.2485548424522162e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.3844206724368997e+21,6.4252432103502626e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.4646697455271729e+21,6.6068155676980516e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.5495705215716843e+21,6.7933968441967409e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.6393926403249755e+21,6.9851142353222391e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.7344213714299068e+21,7.1820971493512752e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.8349585204167332e+21,7.3844771433652411e-04,False,False,nan,nan,nan,nan,False,0,Unstable
1.9413233872193674e+21,7.5923878443207385e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.0538537802527374e+21,7.8059648570740652e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.1729070892719640e+21,8.0253456532003648e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.2988614204207991e+21,8.2506694445793087e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.4321167970737843e+21,8.4820770333665749e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.5730964302866861e+21,8.7197106420352220e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.7222480628890290e+21,8.9637137169937221e-04,False,False,nan,nan,nan,nan,False,0,Unstable
2.8800453914886752e+21,9.2142307054531719e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.0469895709035111e+21,9.4714068012376532e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.2236108057990896e+21,9.7353876579620838e-04,False,False,nan,nan,nan,nan,False,0,Unstable
3.4104700345867142e+21,1.0006319063778784e-03,False,False,nan,nan,nan,nan,False,0,Unstable
3.6081607109300422e+21,1.0284346576540609e-03,False,False,nan,nan,nan,nan,False,0,Unstable
3.8173106885183469e+21,1.0569615112580022e-03,False,False,nan,nan,nan,nan,False,0,Unstable
4.0385842150917171e+21,1.0862268485729569e-03,False,False,nan,nan,nan,nan,False,0,Unstable
4.2726840420523599e+21,1.1162448892390387e-03,False,False,nan,nan,nan,nan,False,0,Unstable
4.5203536563602404e+21,1.1470296333365533e-03,False,False,nan,nan,nan,nan,False,0,Unstable
4.7823796418034218e+21,1.1785947970134076e-03,False,False,nan,nan,nan,nan,False,0,Unstable
5.0595941771404525e+21,1.2109537405639271e-03,False,False,nan,nan,nan,nan,False,0,Unstable
5.3528776790501879e+21,1.2441193883581058e-03,False,False,nan,nan,nan,nan,False,0,Unstable
5.6631615982821389e+21,1.2781041396214407e-03,False,False,nan,nan,nan,nan,False,0,Unstable
5.9914313778879361e+21,1.3129197690703799e-03,False,False,nan,nan,nan,nan,False,0,Unstable
6.3387295829293982e+21,1.3485773165833937e-03,False,False,nan,nan,nan,nan,False,0,Unstable
6.7061592116018649e+21,1.3850869643317442e-03,False,False,nan,nan,nan,nan,False,0,Unstable
7.0948871982908503e+21,1.4224579003499541e-03,False,False,nan,nan,nan,nan,False,0,Unstable
7.5061481196845500e+21,1.4606981668613770e-03,False,False,nan,nan,nan,nan,False,0,Unstable
7.9412481157159421e+21,1.4998144918473924e-03,False,False,nan,nan,nan,nan,False,0,Unstable
8.4015690377839583e+21,1.5398121017446591e-03,False,False,nan,nan,nan,nan,False,0,Unstable
8.8885728374306520e+21,1.5806945135794224e-03,False,False,nan,nan,nan,nan,False,0,Unstable
9.4038062094112386e+21,1.6224633036396822e-03,False,False,nan,nan,nan,nan,False,0,Unstable
9.9489055039034638e+21,1.6651178506769118e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.0525601923457685e+22,1.7086550500163386e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.1135727021191066e+22,1.7530689956907844e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.1781218517691302e+22,1.7983506265230199e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.2464126455099165e+22,1.8444873319016578e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.3186619707920336e+22,1.8914625122065131e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.3950992871239251e+22,1.9392550884534772e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.4759673548215455e+22,1.9878389544528692e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.5615230060005029e+22,2.0371823642578485e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.6520379602593854e+22,2.0872472462152018e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.7477996876449198e+22,2.1379884338324959e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.8491123216393869e+22,2.1893528018645894e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.9562976250704662e+22,2.2412782944099706e-03,False,False,nan,nan,nan,nan,False,0,Unstable
2.0696960120103744e+22,2.2936928290788320e-03,False,False,nan,nan,nan,nan,False,0,Unstable
2.1896676289107011e+22,2.3465130590840481e-03,False,False,nan,nan,nan,nan,False,0,Unstable
2.3165934984056866e+22,2.3996429711072510e-03,False,False,nan,nan,nan,nan,False,0,Unstable
2.4508767294172567e+22,2.4529722933413906e-03,False,False,nan,nan,nan,nan,False,0,Unstable
2.5929437974046777e+22,2.5063746824150429e-03,False,False,nan,nan,nan,nan,False,0,Unstable
2.7432458988249254e+22,2.5597056520107442e-03,False,False,nan,nan,nan,nan,False,0,Unstable
2.9022603841055855e+22,2.6128001978793294e-03,False,False,nan,nan,nan,nan,False,0,Unstable
3.0704922736808323e+22,2.6654700641642508e-03,False,False,nan,nan,nan,nan,False,0,Unstable
3.2484758619062526e+22,2.7175005830853008e-03,False,False,nan,nan,nan,nan,False,0,Unstable
3.4367764139453029e+22,2.7686470039650995e-03,False,False,nan,nan,nan,nan,False,0,Unstable
3.6359919610175638e+22,2.8186302062883665e-03,False,False,nan,nan,nan,nan,False,0,Unstable
3.8467551997098746e+22,2.8671316639622161e-03,False,False,nan,nan,nan,nan,False,0,Unstable
4.0697355013826103e+22,2.9137874910655772e-03,False,False,nan,nan,nan,nan,False,0,Unstable
4.3056410380528362e+22,2.9581813500374689e-03,False,False,nan,nan,nan,nan,False,0,Unstable
4.5552210315059673e+22,2.9998359358549866e-03,False,False,nan,nan,nan,nan,False,0,Unstable
4.8192681327792566e+22,3.0382026567734909e-03,False,False,nan,nan,nan,nan,False,0,Unstable
5.0986209395733590e+22,3.0726490009347486e-03,False,False,nan,nan,nan,nan,False,0,Unstable
5.3941666595886957e+22,3.1024428907311685e-03,False,False,nan,nan,nan,nan,False,0,Unstable
5.7068439282432795e+22,3.1267330524895453e-03,False,False,nan,nan,nan,nan,False,0,Unstable
6.0376457897225031e+22,3.1445240195023625e-03,False,False,nan,nan,nan,nan,False,0,Unstable
6.3876228508276616e+22,3.1546437587879083e-03,False,False,nan,nan,nan,nan,False,0,Unstable
6.7578866176399178e+22,3.1557009233883727e-03,False,False,nan,nan,nan,nan,False,0,Unstable
7.1496130255967184e+22,3.1460271235869289e-03,False,False,nan,nan,nan,nan,False,0,Unstable
7.5640461741918987e+22,3.1235968957956171e-03,False,False,nan,nan,nan,nan,False,0,Unstable
8.0025022781611020e+22,3.0859132662064137e-03,False,False,nan,nan,nan,nan,False,0,Unstable
8.4663738476998737e+22,3.0298379477833636e-03,False,False,nan,nan,nan,nan,False,0,Unstable
8.9571341109931197e+22,2.9513277760615663e-03,False,False,nan,nan,nan,nan,False,0,Unstable
9.4763416930984319e+22,2.8450020468172152e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.0025645566045787e+23,2.7033795005615919e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.0606790285873402e+23,2.5153980711183107e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.1221621533232611e+23,2.2631301908298054e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.1872091975158982e+23,1.9128126475411815e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.2560267466624278e+23,1.3788438002137633e-03,False,False,nan,nan,nan,nan,False,0,Unstable
1.3288333611568927e+23,0.0000000000000000e+00,True,True,2.2527950862212699e-03,5.6193996863202823e-04,1.2659356000855675e-06,7.7637999333153599e-03,True,2,Stable; pseudopotential valid
1.4058602704246992e+23,0.0000000000000000e+00,True,True,2.3843084131249868e-03,5.9462890825963161e-04,1.4177787086507657e-06,7.9856478169896133e-03,True,2,Stable; pseudopotential valid
1.4873521072935117e+23,0.0000000000000000e+00,True,True,2.5235481391479866e-03,6.2922549434272102e-04,1.5878808253530455e-06,8.2138349268048982e-03,True,2,Stable; pseudopotential valid
1.5735676849322709e+23,0.0000000000000000e+00,True,True,2.6709751186948902e-03,6.6584191165060995e-04,1.7784471790030207e-06,8.4485424039440603e-03,True,2,Stable; pseudopotential valid
1.6647808188262941e+23,0.0000000000000000e+00,True,True,2.8270783984605486e-03,7.0459702908787897e-04,1.9919510405538215e-06,8.6899565656362900e-03,True,2,Stable; pseudopotential valid
1.7612811963987657e+23,0.0000000000000000e+00,True,True,2.9923770508003818e-03,7.4561681178432124e-04,2.2311666362743506e-06,8.9382690530607177e-03,True,2,Stable; pseudopotential valid
1.8633752970405417e+23,0.0000000000000000e+00,True,True,3.1674221330172674e-03,7.8903475877826449e-04,2.4992061586742156e-06,9.1936769834768985e-03,True,2,Stable; pseudopotential valid
1.9713873654703247e+23,0.0000000000000000e+00,True,True,3.3527987837789646e-03,8.3499236923034205e-04,2.7995614000202072e-06,9.4563831067011085e-03,True,2,Stable; pseudopotential valid
2.0856604415162038e+23,0.0000000000000000e+00,True,True,3.5491284685349633e-03,8.8363963884950170e-04,3.1361505981667197e-06,9.7265959660552508e-03,True,2,Stable; pseudopotential valid
2.2065574495897407e+23,0.0000000000000000e+00,True,True,3.7570713867092834e-03,9.3513558868058206e-04,3.5133711629253567e-06,1.0004530063914354e-02,True,2,Stable; pseudopotential valid
2.3344623513117890e+23,0.0000000000000000e+00,True,True,3.9773290544975566e-03,9.8964882900143378e-04,3.9361590413368867e-06,1.0290406031983909e-02,True,2,Stable; pseudopotential valid
2.4697813649517542e+23,0.0000000000000000e+00,True,True,4.2106470783584192e-03,1.0473581606552716e-03,4.4100555791579677e-06,1.0584450806443966e-02,True,2,Stable; pseudopotential valid
2.6129442555521694e+23,0.0000000000000000e+00,True,True,4.4578181357075525e-03,1.1084532167061512e-03,4.9412828520160543e-06,1.0886897808096865e-02,True,2,Stable; pseudopotential valid
2.7644056998366949e+23,0.0000000000000000e+00,True,True,4.7196851809319850e-03,1.1731351474510139e-03,5.5368285706550099e-06,1.1492311908249916e-02,True,2,Stable; pseudopotential valid
2.9246467302360055e+23,0.0000000000000000e+00,True,True,4.9971448966620296e-03,1.2416173520320053e-03,6.2045418143137579e-06,1.2264265729582353e-02,True,2,Stable; pseudopotential valid
3.0941762626178150e+23,0.0000000000000000e+00,True,True,5.2911514122638455e-03,1.3141262603481203e-03,6.9532410183339623e-06,1.3080107339089221e-02,True,2,Stable; pseudopotential valid
3.2735327125731637e+23,0.0000000000000000e+00,True,True,5.6027203138151026e-03,1.3909021689543486e-03,7.7928358365300149e-06,1.3942452421674557e-02,True,2,Stable; pseudopotential valid
3.4632857053916506e+23,0.0000000000000000e+00,True,True,5.9329329723842722e-03,1.4722001355076111e-03,8.7344647259017003e-06,1.4854062456372333e-02,True,2,Stable; pseudopotential valid
3.6640378851574601e+23,0.0000000000000000e+00,True,True,6.2829412203297174e-03,1.5582909359604096e-03,9.7906503548118330e-06,1.5817854085481652e-02,True,2,Stable; pseudopotential valid
3.8764268287102605e+23,0.0000000000000000e+00,True,True,6.6539724085818534e-03,1.6494620900212762e-03,1.0975475236003329e-05,1.6836908933092608e-02,True,2,Stable; pseudopotential valid
4.1011270705513047e+23,0.0000000000000000e+00,True,True,7.0473348815366299e-03,1.7460189600073050e-03,1.2304780320683790e-05,1.7914483924088530e-02,True,2,Stable; pseudopotential valid
4.3388522451240780e+23,0.0000000000000000e+00,True,True,7.4644239103197774e-03,1.8482859295242816e-03,1.3796389685448664e-05,1.9054022154572577e-02,True,2,Stable; pseudopotential valid
4.5903573532744909e+23,0.0000000000000000e+00,True,True,7.9067281298611462e-03,1.9566076681317500e-03,1.5470364888719326e-05,2.0259164365221481e-02,True,2,Stable; pseudopotential valid
4.8564411600880893e+23,0.0000000000000000e+00,True,True,8.3758365305000981e-03,2.0713504899244205e-03,1.7349293100978238e-05,2.1533761070675006e-02,True,2,Stable; pseudopotential valid
5.1379487317198492e+23,0.0000000000000000e+00,True,True,8.8734460608615364e-03,2.1929038135425631e-03,1.9458613706127498e-05,2.2881885400700904e-02,True,2,Stable; pseudopotential valid
5.4357741192736296e+23,0.0000000000000000e+00,True,True,9.4013699055427759e-03,2.3216817325572088e-03,2.1826988770711755e-05,2.4307846711971174e-02,True,2,Stable; pseudopotential valid
5.7508631982541996e+23,0.0000000000000000e+00,True,True,9.9615465089360842e-03,2.4581247061608840e-03,2.4486723585186491e-05,2.5816205033548152e-02,True,2,Stable; pseudopotential valid
6.0842166726115648e+23,0.0000000000000000e+00,True,True,1.0556049425360111e-02,2.6027013807655959e-03,2.7474244414814639e-05,2.7411786414072818e-02,True,2,Stable; pseudopotential valid
6.4368932529157486e+23,0.0000000000000000e+00,True,True,1.1187098085806103e-02,2.7559105544488222e-03,3.0830641688327252e-05,2.9099699244602418e-02,True,2,Stable; pseudopotential valid
6.8100130187585570e+23,0.0000000000000000e+00,True,True,1.1857069583209244e-02,2.9182832974641664e-03,3.4602288121549939e-05,3.0885351637920007e-02,True,2,Stable; pseudopotential valid
7.2047609760584045e+23,0.0000000000000000e+00,True,True,1.2568511591471175e-02,3.0903852434538584e-03,3.8841542754461291e-05,3.2774469953228628e-02,True,2,Stable; pseudopotential valid
7.6223908205680379e+23,0.0000000000000000e+00,True,True,1.3324156548803808e-02,3.2728190676090522e-03,4.3607553612733128e-05,3.4773118564598131e-02,True,2,Stable; pseudopotential valid
8.0642289195367330e+23,0.0000000000000000e+00,True,True,1.4126937253641123e-02,3.4662271700143950e-03,4.8967173737659405e-05,3.6887720982367200e-02,True,2,Stable; pseudopotential valid
8.5316785241727792e+23,0.0000000000000000e+00,True,True,1.4980004041838468e-02,3.6712945842758723e-03,5.4996007711232247e-05,3.9125082449566431e-02,True,2,Stable; pseudopotential valid
9.0262242262852021e+23,0.0000000000000000e+00,True,True,1.5886743737594609e-02,3.8887521341878545e-03,6.1779608614866572e-05,4.1492414150139753e-02,True,2,Stable; pseudopotential valid
9.5494366732572195e+23,0.0000000000000000e+00,True,True,1.6850800598124493e-02,4.1193798636947557e-03,6.9414848671049570e-05,4.3997359183047209e-02,True,2,Stable; pseudopotential valid
1.0102977556328796e+24,0.0000000000000000e+00,True,True,1.7876099504300136e-02,4.3640107686324829e-03,7.8011490737911593e-05,4.6648020476727260e-02,True,2,Stable; pseudopotential valid
1.0688604888027205e+24,0.0000000000000000e+00,True,True,1.8966871687100706e-02,4.6235348623766782e-03,8.7693992475535270e-05,4.9452990841955181e-02,True,2,Stable; pseudopotential valid
1.1308178585509368e+24,0.0000000000000000e+00,True,True,2.0127683323890404e-02,4.8989036113135046e-03,9.8603580522781313e-05,5.2421385389202040e-02,True,2,Stable; pseudopotential valid
1.1963666377546726e+24,0.0000000000000000e+00,True,True,2.1363467390561344e-02,5.1911347811884282e-03,1.1090063861792780e-04,5.5562876569522808e-02,True,2,Stable; pseudopotential valid
1.2657150053913378e+24,0.0000000000000000e+00,True,True,2.2679559216984939e-02,5.5013177404754079e-03,1.2476746146656181e-04,5.8887732137005946e-02,True,2,Stable; pseudopotential valid
1.3390832077025103e+24,0.0000000000000000e+00,True,True,2.4081736266106452e-02,5.8306192734952520e-03,1.4041143561238989e-04,6.2406856377159113e-02,True,2,Stable; pseudopotential valid
1.4167042576827432e+24,0.0000000000000000e+00,True,True,2.5576262743693807e-02,6.1802899632052259e-03,1.5806871993115062e-04,6.6131835000711972e-02,True,2,Stable; pseudopotential valid
1.4988246751147977e+24,0.0000000000000000e+00,True,True,2.7169939749399279e-02,6.5516712123258585e-03,1.7800851209676732e-04,7.0074984168354809e-02,True,2,Stable; pseudopotential valid
1.5857052695016837e+24,0.0000000000000000e+00,True,True,2.8870161804114471e-02,6.9462029814554094e-03,2.0053800399884002e-04,7.4249404190928514e-02,True,2,Stable; pseudopotential valid
1.6776219683818723e+24,0.0000000000000000e+00,True,True,3.0684980738500300e-02,7.3654323347554689e-03,2.2600814932269885e-04,7.8669038544921285e-02,True,2,Stable; pseudopotential valid
1.7748666936585969e+24,0.0000000000000000e+00,True,True,3.2623178109044096e-02,7.8110228979518933e-03,2.5482039121370634e-04,8.3348738958240354e-02,True,2,Stable; pseudopotential valid
1.8777482887262357e+24,0.0000000000000000e+00,True,True,3.4694347528826261e-02,8.2847653498974941e-03,2.8743452824412155e-04,8.8304337461026450e-02,True,2,Stable; pseudopotential valid
1.9865934993383430e+24,0.0000000000000000e+00,True,True,3.6908988570281000e-02,8.7885890892104371e-03,3.2437793424256427e-04,9.3552726466770944e-02,True,2,Stable; pseudopotential valid
2.1017480113324956e+24,0.0000000000000000e+00,True,True,3.9278614229342479e-02,9.3245752411876739e-03,3.6625639375108878e-04,9.9111948157805746e-02,True,2,Stable; pseudopotential valid
2.2235775485077073e+24,0.0000000000000000e+00,True,True,4.1815874351100152e-02,9.8949711994650198e-03,4.1376687238458399e-04,1.0500129470639205e-01,True,2,Stable; pseudopotential valid
2.3524690341412006e+24,0.0000000000000000e+00,True,True,4.4534697928099776e-02,1.0502206931718466e-02,4.6771261328247744e-04,1.1124142118094868e-01,True,2,Stable; pseudopotential valid
2.4888318198334275e+24,0.0000000000000000e+00,True,True,4.7450457822260553e-02,1.1148913322119376e-02,5.2902104135526423e-04,1.1785447338323500e-01,True,2,Stable; pseudopotential valid
2.6330989855841926e+24,0.0000000000000000e+00,True,True,5.0580162267929926e-02,1.1837942875724440e-02,5.9876507157262718e-04,1.2486423335873312e-01,True,2,Stable; pseudopotential valid
2.7857287152285485e+24,0.0000000000000000e+00,True,True,5.3942678537633362e-02,1.2572393175879800e-02,6.7818856353521939e-04,1.3229628594845441e-01,True,2,Stable; pseudopotential valid
2.9472057516011549e+24,0.0000000000000000e+00,True,True,5.7558995462134076e-02,1.3355633567402084e-02,7.6873685190002210e-04,1.4017821054537705e-01,True,2,Stable; pseudopotential valid
3.1180429360503271e+24,0.0000000000000000e+00,True,True,6.1452533186046418e-02,1.4191335641270187e-02,8.7209352444947950e-04,1.4853980323607338e-01,True,2,Stable; pseudopotential valid
3.2987828371912899e+24,0.0000000000000000e+00,True,True,6.5649510738406372e-02,1.5083508227494120e-02,9.9022493535371597e-04,1.5741333582088143e-01,True,2,Stable; pseudopotential valid
